Factorial -1,IP- 127.0.0.1 , Port- 46284
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44762
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44762
Factorial -1,IP- 127.0.0.1 , Port- 44772
Factorial -2,IP- 127.0.0.1 , Port- 44772
Factorial -6,IP- 127.0.0.1 , Port- 44772
Factorial -24,IP- 127.0.0.1 , Port- 44772
Factorial -120,IP- 127.0.0.1 , Port- 44772
Factorial -720,IP- 127.0.0.1 , Port- 44772
Factorial -5040,IP- 127.0.0.1 , Port- 44772
Factorial -40320,IP- 127.0.0.1 , Port- 44772
Factorial -362880,IP- 127.0.0.1 , Port- 44772
Factorial -3628800,IP- 127.0.0.1 , Port- 44772
Factorial -39916800,IP- 127.0.0.1 , Port- 44772
Factorial -479001600,IP- 127.0.0.1 , Port- 44772
Factorial -6227020800,IP- 127.0.0.1 , Port- 44772
Factorial -87178291200,IP- 127.0.0.1 , Port- 44772
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44772
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44772
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44772
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44772
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44772
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44772
Factorial -1,IP- 127.0.0.1 , Port- 44744
Factorial -2,IP- 127.0.0.1 , Port- 44744
Factorial -6,IP- 127.0.0.1 , Port- 44744
Factorial -24,IP- 127.0.0.1 , Port- 44744
Factorial -120,IP- 127.0.0.1 , Port- 44744
Factorial -720,IP- 127.0.0.1 , Port- 44744
Factorial -5040,IP- 127.0.0.1 , Port- 44744
Factorial -40320,IP- 127.0.0.1 , Port- 44744
Factorial -362880,IP- 127.0.0.1 , Port- 44744
Factorial -3628800,IP- 127.0.0.1 , Port- 44744
Factorial -39916800,IP- 127.0.0.1 , Port- 44744
Factorial -479001600,IP- 127.0.0.1 , Port- 44744
Factorial -6227020800,IP- 127.0.0.1 , Port- 44744
Factorial -87178291200,IP- 127.0.0.1 , Port- 44744
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44744
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44744
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44744
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44744
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44744
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44744
Factorial -1,IP- 127.0.0.1 , Port- 44752
Factorial -2,IP- 127.0.0.1 , Port- 44752
Factorial -6,IP- 127.0.0.1 , Port- 44752
Factorial -24,IP- 127.0.0.1 , Port- 44752
Factorial -120,IP- 127.0.0.1 , Port- 44752
Factorial -720,IP- 127.0.0.1 , Port- 44752
Factorial -5040,IP- 127.0.0.1 , Port- 44752
Factorial -40320,IP- 127.0.0.1 , Port- 44752
Factorial -362880,IP- 127.0.0.1 , Port- 44752
Factorial -3628800,IP- 127.0.0.1 , Port- 44752
Factorial -39916800,IP- 127.0.0.1 , Port- 44752
Factorial -479001600,IP- 127.0.0.1 , Port- 44752
Factorial -6227020800,IP- 127.0.0.1 , Port- 44752
Factorial -87178291200,IP- 127.0.0.1 , Port- 44752
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44752
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44752
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44752
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44752
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44752
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44752
Factorial -1,IP- 127.0.0.1 , Port- 44732
Factorial -2,IP- 127.0.0.1 , Port- 44732
Factorial -6,IP- 127.0.0.1 , Port- 44732
Factorial -24,IP- 127.0.0.1 , Port- 44732
Factorial -120,IP- 127.0.0.1 , Port- 44732
Factorial -720,IP- 127.0.0.1 , Port- 44732
Factorial -5040,IP- 127.0.0.1 , Port- 44732
Factorial -40320,IP- 127.0.0.1 , Port- 44732
Factorial -362880,IP- 127.0.0.1 , Port- 44732
Factorial -3628800,IP- 127.0.0.1 , Port- 44732
Factorial -39916800,IP- 127.0.0.1 , Port- 44732
Factorial -479001600,IP- 127.0.0.1 , Port- 44732
Factorial -6227020800,IP- 127.0.0.1 , Port- 44732
Factorial -87178291200,IP- 127.0.0.1 , Port- 44732
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44732
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44732
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44732
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44732
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44732
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44732
Factorial -1,IP- 127.0.0.1 , Port- 44760
Factorial -2,IP- 127.0.0.1 , Port- 44760
Factorial -6,IP- 127.0.0.1 , Port- 44760
Factorial -24,IP- 127.0.0.1 , Port- 44760
Factorial -120,IP- 127.0.0.1 , Port- 44760
Factorial -720,IP- 127.0.0.1 , Port- 44760
Factorial -5040,IP- 127.0.0.1 , Port- 44760
Factorial -40320,IP- 127.0.0.1 , Port- 44760
Factorial -362880,IP- 127.0.0.1 , Port- 44760
Factorial -3628800,IP- 127.0.0.1 , Port- 44760
Factorial -39916800,IP- 127.0.0.1 , Port- 44760
Factorial -479001600,IP- 127.0.0.1 , Port- 44760
Factorial -6227020800,IP- 127.0.0.1 , Port- 44760
Factorial -87178291200,IP- 127.0.0.1 , Port- 44760
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44760
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44760
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44760
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44760
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44760
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44760
Factorial -1,IP- 127.0.0.1 , Port- 44746
Factorial -2,IP- 127.0.0.1 , Port- 44746
Factorial -6,IP- 127.0.0.1 , Port- 44746
Factorial -24,IP- 127.0.0.1 , Port- 44746
Factorial -120,IP- 127.0.0.1 , Port- 44746
Factorial -720,IP- 127.0.0.1 , Port- 44746
Factorial -5040,IP- 127.0.0.1 , Port- 44746
Factorial -40320,IP- 127.0.0.1 , Port- 44746
Factorial -362880,IP- 127.0.0.1 , Port- 44746
Factorial -3628800,IP- 127.0.0.1 , Port- 44746
Factorial -39916800,IP- 127.0.0.1 , Port- 44746
Factorial -479001600,IP- 127.0.0.1 , Port- 44746
Factorial -6227020800,IP- 127.0.0.1 , Port- 44746
Factorial -87178291200,IP- 127.0.0.1 , Port- 44746
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44746
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44746
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44746
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44746
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44746
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44746
Factorial -1,IP- 127.0.0.1 , Port- 44774
Factorial -2,IP- 127.0.0.1 , Port- 44774
Factorial -6,IP- 127.0.0.1 , Port- 44774
Factorial -24,IP- 127.0.0.1 , Port- 44774
Factorial -120,IP- 127.0.0.1 , Port- 44774
Factorial -720,IP- 127.0.0.1 , Port- 44774
Factorial -5040,IP- 127.0.0.1 , Port- 44774
Factorial -40320,IP- 127.0.0.1 , Port- 44774
Factorial -362880,IP- 127.0.0.1 , Port- 44774
Factorial -3628800,IP- 127.0.0.1 , Port- 44774
Factorial -39916800,IP- 127.0.0.1 , Port- 44774
Factorial -479001600,IP- 127.0.0.1 , Port- 44774
Factorial -6227020800,IP- 127.0.0.1 , Port- 44774
Factorial -87178291200,IP- 127.0.0.1 , Port- 44774
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44774
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44774
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44774
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44774
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44774
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44774
Factorial -1,IP- 127.0.0.1 , Port- 44718
Factorial -2,IP- 127.0.0.1 , Port- 44718
Factorial -6,IP- 127.0.0.1 , Port- 44718
Factorial -24,IP- 127.0.0.1 , Port- 44718
Factorial -120,IP- 127.0.0.1 , Port- 44718
Factorial -720,IP- 127.0.0.1 , Port- 44718
Factorial -5040,IP- 127.0.0.1 , Port- 44718
Factorial -40320,IP- 127.0.0.1 , Port- 44718
Factorial -362880,IP- 127.0.0.1 , Port- 44718
Factorial -3628800,IP- 127.0.0.1 , Port- 44718
Factorial -39916800,IP- 127.0.0.1 , Port- 44718
Factorial -479001600,IP- 127.0.0.1 , Port- 44718
Factorial -6227020800,IP- 127.0.0.1 , Port- 44718
Factorial -87178291200,IP- 127.0.0.1 , Port- 44718
Factorial -1307674368000,IP- 127.0.0.1 , Port- 44718
Factorial -20922789888000,IP- 127.0.0.1 , Port- 44718
Factorial -355687428096000,IP- 127.0.0.1 , Port- 44718
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 44718
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 44718
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 44718
Factorial -1,IP- 127.0.0.1 , Port- 51610
Factorial -2,IP- 127.0.0.1 , Port- 51610
Factorial -6,IP- 127.0.0.1 , Port- 51610
Factorial -24,IP- 127.0.0.1 , Port- 51610
Factorial -120,IP- 127.0.0.1 , Port- 51610
Factorial -720,IP- 127.0.0.1 , Port- 51610
Factorial -5040,IP- 127.0.0.1 , Port- 51610
Factorial -40320,IP- 127.0.0.1 , Port- 51610
Factorial -362880,IP- 127.0.0.1 , Port- 51610
Factorial -3628800,IP- 127.0.0.1 , Port- 51610
Factorial -39916800,IP- 127.0.0.1 , Port- 51610
Factorial -479001600,IP- 127.0.0.1 , Port- 51610
Factorial -6227020800,IP- 127.0.0.1 , Port- 51610
Factorial -87178291200,IP- 127.0.0.1 , Port- 51610
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51610
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51610
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51610
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51610
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51610
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51610
Factorial -1,IP- 127.0.0.1 , Port- 51580
Factorial -2,IP- 127.0.0.1 , Port- 51580
Factorial -6,IP- 127.0.0.1 , Port- 51580
Factorial -24,IP- 127.0.0.1 , Port- 51580
Factorial -120,IP- 127.0.0.1 , Port- 51580
Factorial -720,IP- 127.0.0.1 , Port- 51580
Factorial -5040,IP- 127.0.0.1 , Port- 51580
Factorial -40320,IP- 127.0.0.1 , Port- 51580
Factorial -362880,IP- 127.0.0.1 , Port- 51580
Factorial -3628800,IP- 127.0.0.1 , Port- 51580
Factorial -39916800,IP- 127.0.0.1 , Port- 51580
Factorial -479001600,IP- 127.0.0.1 , Port- 51580
Factorial -6227020800,IP- 127.0.0.1 , Port- 51580
Factorial -87178291200,IP- 127.0.0.1 , Port- 51580
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51580
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51580
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51580
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51580
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51580
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51580
Factorial -1,IP- 127.0.0.1 , Port- 51530
Factorial -2,IP- 127.0.0.1 , Port- 51530
Factorial -6,IP- 127.0.0.1 , Port- 51530
Factorial -24,IP- 127.0.0.1 , Port- 51530
Factorial -120,IP- 127.0.0.1 , Port- 51530
Factorial -720,IP- 127.0.0.1 , Port- 51530
Factorial -5040,IP- 127.0.0.1 , Port- 51530
Factorial -40320,IP- 127.0.0.1 , Port- 51530
Factorial -362880,IP- 127.0.0.1 , Port- 51530
Factorial -3628800,IP- 127.0.0.1 , Port- 51530
Factorial -39916800,IP- 127.0.0.1 , Port- 51530
Factorial -479001600,IP- 127.0.0.1 , Port- 51530
Factorial -6227020800,IP- 127.0.0.1 , Port- 51530
Factorial -87178291200,IP- 127.0.0.1 , Port- 51530
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51530
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51530
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51530
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51530
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51530
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51530
Factorial -1,IP- 127.0.0.1 , Port- 51552
Factorial -2,IP- 127.0.0.1 , Port- 51552
Factorial -6,IP- 127.0.0.1 , Port- 51552
Factorial -24,IP- 127.0.0.1 , Port- 51552
Factorial -120,IP- 127.0.0.1 , Port- 51552
Factorial -720,IP- 127.0.0.1 , Port- 51552
Factorial -5040,IP- 127.0.0.1 , Port- 51552
Factorial -40320,IP- 127.0.0.1 , Port- 51552
Factorial -362880,IP- 127.0.0.1 , Port- 51552
Factorial -3628800,IP- 127.0.0.1 , Port- 51552
Factorial -39916800,IP- 127.0.0.1 , Port- 51552
Factorial -479001600,IP- 127.0.0.1 , Port- 51552
Factorial -6227020800,IP- 127.0.0.1 , Port- 51552
Factorial -87178291200,IP- 127.0.0.1 , Port- 51552
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51552
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51552
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51552
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51552
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51552
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51552
Factorial -1,IP- 127.0.0.1 , Port- 51516
Factorial -2,IP- 127.0.0.1 , Port- 51516
Factorial -6,IP- 127.0.0.1 , Port- 51516
Factorial -24,IP- 127.0.0.1 , Port- 51516
Factorial -120,IP- 127.0.0.1 , Port- 51516
Factorial -720,IP- 127.0.0.1 , Port- 51516
Factorial -5040,IP- 127.0.0.1 , Port- 51516
Factorial -40320,IP- 127.0.0.1 , Port- 51516
Factorial -362880,IP- 127.0.0.1 , Port- 51516
Factorial -3628800,IP- 127.0.0.1 , Port- 51516
Factorial -39916800,IP- 127.0.0.1 , Port- 51516
Factorial -479001600,IP- 127.0.0.1 , Port- 51516
Factorial -6227020800,IP- 127.0.0.1 , Port- 51516
Factorial -87178291200,IP- 127.0.0.1 , Port- 51516
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51516
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51516
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51516
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51516
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51516
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51516
Factorial -1,IP- 127.0.0.1 , Port- 51536
Factorial -2,IP- 127.0.0.1 , Port- 51536
Factorial -6,IP- 127.0.0.1 , Port- 51536
Factorial -24,IP- 127.0.0.1 , Port- 51536
Factorial -120,IP- 127.0.0.1 , Port- 51536
Factorial -720,IP- 127.0.0.1 , Port- 51536
Factorial -5040,IP- 127.0.0.1 , Port- 51536
Factorial -40320,IP- 127.0.0.1 , Port- 51536
Factorial -362880,IP- 127.0.0.1 , Port- 51536
Factorial -3628800,IP- 127.0.0.1 , Port- 51536
Factorial -39916800,IP- 127.0.0.1 , Port- 51536
Factorial -479001600,IP- 127.0.0.1 , Port- 51536
Factorial -6227020800,IP- 127.0.0.1 , Port- 51536
Factorial -87178291200,IP- 127.0.0.1 , Port- 51536
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51536
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51536
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51536
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51536
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51536
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51536
Factorial -1,IP- 127.0.0.1 , Port- 51528
Factorial -2,IP- 127.0.0.1 , Port- 51528
Factorial -6,IP- 127.0.0.1 , Port- 51528
Factorial -24,IP- 127.0.0.1 , Port- 51528
Factorial -120,IP- 127.0.0.1 , Port- 51528
Factorial -720,IP- 127.0.0.1 , Port- 51528
Factorial -5040,IP- 127.0.0.1 , Port- 51528
Factorial -40320,IP- 127.0.0.1 , Port- 51528
Factorial -362880,IP- 127.0.0.1 , Port- 51528
Factorial -3628800,IP- 127.0.0.1 , Port- 51528
Factorial -39916800,IP- 127.0.0.1 , Port- 51528
Factorial -479001600,IP- 127.0.0.1 , Port- 51528
Factorial -6227020800,IP- 127.0.0.1 , Port- 51528
Factorial -87178291200,IP- 127.0.0.1 , Port- 51528
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51528
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51528
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51528
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51528
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51528
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51528
Factorial -1,IP- 127.0.0.1 , Port- 51502
Factorial -2,IP- 127.0.0.1 , Port- 51502
Factorial -6,IP- 127.0.0.1 , Port- 51502
Factorial -24,IP- 127.0.0.1 , Port- 51502
Factorial -120,IP- 127.0.0.1 , Port- 51502
Factorial -720,IP- 127.0.0.1 , Port- 51502
Factorial -5040,IP- 127.0.0.1 , Port- 51502
Factorial -40320,IP- 127.0.0.1 , Port- 51502
Factorial -362880,IP- 127.0.0.1 , Port- 51502
Factorial -3628800,IP- 127.0.0.1 , Port- 51502
Factorial -39916800,IP- 127.0.0.1 , Port- 51502
Factorial -479001600,IP- 127.0.0.1 , Port- 51502
Factorial -6227020800,IP- 127.0.0.1 , Port- 51502
Factorial -87178291200,IP- 127.0.0.1 , Port- 51502
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51502
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51502
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51502
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51502
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51502
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51502
Factorial -1,IP- 127.0.0.1 , Port- 51568
Factorial -2,IP- 127.0.0.1 , Port- 51568
Factorial -6,IP- 127.0.0.1 , Port- 51568
Factorial -24,IP- 127.0.0.1 , Port- 51568
Factorial -120,IP- 127.0.0.1 , Port- 51568
Factorial -720,IP- 127.0.0.1 , Port- 51568
Factorial -5040,IP- 127.0.0.1 , Port- 51568
Factorial -40320,IP- 127.0.0.1 , Port- 51568
Factorial -362880,IP- 127.0.0.1 , Port- 51568
Factorial -3628800,IP- 127.0.0.1 , Port- 51568
Factorial -39916800,IP- 127.0.0.1 , Port- 51568
Factorial -479001600,IP- 127.0.0.1 , Port- 51568
Factorial -6227020800,IP- 127.0.0.1 , Port- 51568
Factorial -87178291200,IP- 127.0.0.1 , Port- 51568
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51568
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51568
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51568
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51568
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51568
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51568
Factorial -1,IP- 127.0.0.1 , Port- 51594
Factorial -2,IP- 127.0.0.1 , Port- 51594
Factorial -6,IP- 127.0.0.1 , Port- 51594
Factorial -24,IP- 127.0.0.1 , Port- 51594
Factorial -120,IP- 127.0.0.1 , Port- 51594
Factorial -720,IP- 127.0.0.1 , Port- 51594
Factorial -5040,IP- 127.0.0.1 , Port- 51594
Factorial -40320,IP- 127.0.0.1 , Port- 51594
Factorial -362880,IP- 127.0.0.1 , Port- 51594
Factorial -3628800,IP- 127.0.0.1 , Port- 51594
Factorial -39916800,IP- 127.0.0.1 , Port- 51594
Factorial -479001600,IP- 127.0.0.1 , Port- 51594
Factorial -6227020800,IP- 127.0.0.1 , Port- 51594
Factorial -87178291200,IP- 127.0.0.1 , Port- 51594
Factorial -1307674368000,IP- 127.0.0.1 , Port- 51594
Factorial -20922789888000,IP- 127.0.0.1 , Port- 51594
Factorial -355687428096000,IP- 127.0.0.1 , Port- 51594
Factorial -6402373705728000,IP- 127.0.0.1 , Port- 51594
Factorial -121645100408832000,IP- 127.0.0.1 , Port- 51594
Factorial -2432902008176640000,IP- 127.0.0.1 , Port- 51594
